	productid	brand	RAM_GB	HDD_GB	GHz	price	rank
4912	757090	Acer	8	1000	2.3	47900	21.0
4913	757131	Toshiba	4	500	2.3	43900	16.0
4914	757445	Dell	16	1000	2.5	82900	38.0
4915	757551	Toshiba	8	1000	3.0	74900	47.0
4916	757889	unknown	8	1000	1.8	45900	6.0
4917	757906	Microsoft	16	1000	2.5	61900	31.0
4918	758030	Lenovo	4	500	1.8	23900	10.0
4919	758031	hp	16	1000	2.3	60900	32.0
4920	758524	asus	8	500	3.0	71900	41.0
4921	758529	Dell	8	1000	3.0	78900	34.0
4922	758689	Acer	4	2000	1.8	44900	18.0
4923	758711	Asus	4	500	2.3	40900	13.0
4924	758822	HP	16	500	3.0	71900	40.0
4925	759311	Acer	4	2000	2.5	61900	35.0
4926	759512	Toshiba	16	2000	2.5	65900	38.0
4927	759714	asus	16	2000	2.3	62900	32.0
4928	759763	Samsung	16	2000	2.5	72900	42.0
4929	759924	Microsoft	8	1000	3.2	78900	48.0
4930	760006	HP	16	2000	3.0	84900	53.0
4931	760382	DELL	16	1000	3.2	95900	55.0
4932	760434	Toshiba	16	500	1.8	43900	16.0
4933	760475	Samsung	4	500	2.3	45900	15.0
4934	760574	asus	16	500	3.2	86900	56.0
4935	760733	Microsoft	4	500	3.0	65900	35.0
4936	761018	HP	16	500	2.3	57900	26.0
4937	761047	Apple	4	500	3.2	135900	41.0
4938	761057	Lenovo	4	2000	1.8	24900	11.0
4939	761241	Samsung	4	2000	3.0	63900	33.0
4940	761501	Samsung	8	2000	2.3	51900	21.0
4941	761650	Lenovo	4	500	3.0	35900	22.0
4942	761654	Apple	4	500	3.2	135900	41.0
4943	761841	Asus	16	2000	2.3	61900	34.0
4944	762010	Lenovo	8	2000	3.2	71900	58.0
4945	762048	DELL	16	500	2.3	72900	32.0
4946	762544	Apple	8	2000	2.3	120900	26.0
4947	762571	Toshiba	8	1000	1.8	43900	16.0
4948	762707	Microsoft	16	1000	3.0	65900	35.0
4949	762756	hp	16	1000	3.0	71900	43.0
4950	762760	Lenovo	16	500	2.5	46900	33.0
4951	762864	hp	8	1000	2.3	50900	22.0
4952	762940	DELL	4	1000	3.2	82900	42.0
4953	762988	Acer	8	2000	3.0	76900	50.0
4954	763104	Microsoft	16	500	3.2	84900	54.0
4955	763482	Samsung	8	2000	1.8	49900	19.0
4956	763615	hp	16	2000	3.0	82900	54.0
4957	764057	Lenovo	8	500	1.8	25900	12.0
4958	764249	HP	16	500	1.8	41900	10.0
4959	764378	Asus	4	500	3.0	58900	31.0
4960	764629	DELL	4	500	1.8	48900	8.0
4961	764643	Lenovo	16	2000	3.2	83900	65.0
4962	764669	Lenovo	4	2000	2.5	38900	25.0
4963	764973	Toshiba	16	1000	2.5	74900	47.0
4964	765178	Asus	8	500	1.8	41900	14.0
4965	765192	MSI	4	500	3.0	57900	27.0
4966	765400	Dell	4	500	2.3	57900	13.0
4967	765590	Asus	8	2000	1.8	46900	19.0
4968	765697	Dell	8	1000	3.2	91900	47.0
4969	765943	asus	8	500	3.0	63900	33.0
4970	766036	Dell	16	1000	2.3	77900	33.0
4971	766036	Dell	16	1000	2.3	77900	33.0
4972	766065	Apple	16	1000	3.2	142900	48.0
4973	766318	hp	8	1000	2.5	71900	43.0
4974	766471	Acer	16	500	2.5	64900	38.0
4975	766517	Samsung	4	2000	3.0	64900	34.0
4976	766837	Apple	8	500	3.0	132900	38.0
4977	767298	Apple	4	2000	1.8	112900	18.0
4978	767442	Acer	8	2000	3.2	86900	60.0
4979	767689	Asus	16	500	3.2	76900	49.0
4980	767760	Samsung	4	500	2.3	44900	14.0
4981	767846	MSI	8	2000	3.0	72900	42.0
4982	767957	Lenovo	16	2000	2.3	39900	26.0
4983	768587	Toshiba	16	1000	3.2	85900	58.0
4984	768726	Acer	16	2000	2.5	66900	40.0
4985	768846	MSI	4	2000	3.2	82900	52.0
4986	769060	Dell	4	1000	3.0	71900	27.0
4987	769360	Lenovo	4	1000	1.8	26900	13.0
4988	769382	DELL	4	500	1.8	50900	10.0
4989	770068	Toshiba	4	500	2.5	49900	22.0
4990	770072	asus	16	2000	3.2	85900	55.0
4991	770147	MSI	4	500	3.2	65900	35.0
4992	770163	Acer	4	500	3.0	64900	38.0
4993	770171	Microsoft	4	500	2.5	51900	21.0
4994	770223	Lenovo	8	500	2.5	44900	31.0
4995	770351	HP	8	500	1.8	45900	14.0
4996	770594	Lenovo	8	2000	3.0	50900	37.0
4997	770840	Dell	16	500	2.5	73900	29.0
4998	770987	Dell	8	2000	3.0	92900	48.0
4999	771010	hp	8	2000	3.0	72900	44.0
5000	771323	Apple	16	1000	3.2	151900	57.0
5001	771357	Samsung	8	1000	2.3	55900	25.0
5002	771472	MSI	8	500	3.2	77900	47.0
5003	771635	hp	4	1000	3.2	71900	43.0
5004	771988	Asus	8	1000	3.0	62900	35.0
5005	772103	Dell	8	2000	3.0	91900	47.0
5006	772122	Asus	8	500	3.2	73900	46.0
5007	772127	Microsoft	16	1000	2.3	53900	23.0
5008	772200	Acer	4	2000	1.8	43900	17.0
5009	772486	Asus	16	2000	2.3	61900	34.0
5010	772528	HP	16	500	2.5	61900	30.0
5011	772840	hp	4	500	3.0	62900	34.0
5012	773011	HP	4	500	3.0	58900	27.0
5013	773115	Microsoft	16	500	3.0	66900	36.0
5014	773156	Samsung	16	2000	1.8	56900	26.0
5015	773246	Toshiba	8	500	3.0	69900	42.0
5016	773350	HP	4	2000	3.2	68900	37.0
5017	773412	Samsung	16	500	1.8	45900	15.0
5018	773636	Lenovo	8	2000	1.8	36900	23.0
5019	773896	Acer	4	1000	2.3	40900	14.0
5020	773974	Samsung	16	2000	2.3	65900	35.0
5021	774016	Microsoft	4	1000	3.2	68900	38.0
5022	774094	Toshiba	8	1000	3.2	74900	47.0
5023	774273	asus	16	500	3.0	71900	41.0
5024	774364	Dell	4	500	2.3	55900	11.0
5025	774468	DELL	8	500	3.2	87900	47.0
5026	774849	Acer	4	2000	2.3	49900	23.0
5027	775064	MSI	8	500	3.2	70900	40.0
5028	775130	asus	4	2000	2.5	53900	23.0
5029	775204	Microsoft	8	500	2.5	54900	24.0
5030	775288	Asus	4	1000	1.8	36900	10.0
5031	775542	Asus	16	500	2.3	50900	23.0
5032	775552	Toshiba	4	500	1.8	28900	2.0
5033	775706	Asus	4	2000	1.8	41900	14.0
5034	776001	HP	16	1000	2.3	55900	24.0
5035	776187	Apple	16	1000	3.0	138900	44.0
5036	776777	DELL	4	500	3.2	83900	43.0
5037	776778	Asus	16	1000	3.0	74900	47.0
5038	777173	Acer	8	1000	1.8	46900	20.0
5039	777309	hp	16	2000	2.5	66900	38.0
5040	777538	Toshiba	8	2000	2.5	62900	35.0
5041	777609	Dell	16	1000	3.2	98900	54.0
5042	777634	Asus	4	2000	3.0	69900	42.0
5043	777929	asus	4	1000	3.2	68900	38.0
5044	778296	Apple	16	2000	3.0	143900	49.0
5045	778302	hp	8	500	1.8	33900	5.0
5046	778394	Apple	8	1000	2.3	108900	14.0
5047	778690	DELL	8	1000	1.8	56900	16.0
5048	778921	Dell	8	500	3.2	94900	50.0
5049	778994	Dell	16	2000	1.8	76900	32.0
5050	779046	Samsung	4	1000	3.2	74900	44.0
5051	779161	DELL	8	500	3.0	79900	39.0
5052	779476	hp	8	1000	2.5	55900	27.0
5053	779580	Toshiba	8	500	3.0	70900	43.0
5054	779605	hp	4	500	3.0	59900	31.0
5055	779649	Lenovo	4	1000	3.2	63900	50.0
5056	779685	Dell	4	2000	3.0	69900	25.0
5057	779719	Lenovo	16	500	1.8	35900	22.0
5058	779767	Asus	4	500	3.0	58900	31.0
5059	779799	MSI	8	500	1.8	41900	11.0
5060	779915	Acer	4	1000	3.0	64900	38.0
5061	779964	Samsung	16	500	3.0	70900	40.0
5062	779983	hp	4	500	2.3	38900	10.0
5063	780042	Apple	8	1000	2.5	117900	23.0
5064	780168	Samsung	16	2000	2.3	61900	31.0
5065	780302	Samsung	4	500	3.2	71900	41.0
5066	780466	HP	8	1000	1.8	41900	10.0
5067	780569	MSI	8	2000	1.8	51900	21.0
5068	780699	DELL	8	2000	3.2	99900	59.0
5069	780700	Toshiba	16	1000	2.3	55900	28.0
5070	780705	HP	4	500	1.8	36900	5.0
5071	780820	DELL	4	500	1.8	52900	12.0
5072	781069	hp	4	500	3.0	56900	28.0
5073	781394	DELL	8	500	3.0	88900	48.0
5074	781764	Acer	8	2000	2.5	67900	41.0
5075	781800	asus	4	2000	2.3	48900	18.0
5076	782046	asus	4	1000	1.8	40900	10.0
5077	782216	DELL	16	1000	2.3	73900	33.0
5078	782358	Samsung	8	1000	1.8	37900	7.0
5079	782636	DELL	8	2000	3.2	93900	53.0
5080	782718	DELL	4	500	3.2	85900	45.0
5081	783134	Microsoft	8	2000	2.5	65900	35.0
5082	783140	MSI	4	2000	2.5	63900	33.0
5083	783308	Dell	16	500	1.8	63900	19.0
5084	783326	hp	4	2000	2.3	49900	21.0
5085	783374	Apple	16	1000	3.2	148900	54.0
5086	783376	Dell	8	2000	3.0	86900	42.0
5087	783407	Dell	8	500	3.2	96900	52.0
5088	784062	DELL	8	500	3.0	83900	43.0
5089	784093	hp	4	1000	1.8	40900	12.0
5090	784226	Microsoft	4	500	2.3	44900	14.0
5091	784395	MSI	4	500	2.3	42900	12.0
5092	784483	Asus	8	1000	2.5	65900	38.0
5093	784492	Dell	16	2000	2.5	85900	41.0
5094	784570	Lenovo	16	1000	2.5	52900	39.0
5095	784673	Samsung	16	500	1.8	55900	25.0
5096	784880	Microsoft	16	2000	1.8	56900	26.0
5097	784887	Toshiba	16	500	3.2	83900	56.0
5098	785145	Lenovo	8	1000	2.5	39900	26.0
5099	785265	Acer	16	2000	2.3	59900	33.0
5100	785291	hp	16	500	3.0	73900	45.0
5101	785351	HP	16	500	2.3	48900	17.0
5102	785650	Acer	16	2000	3.0	80900	54.0
5103	785781	Apple	16	2000	1.8	127900	33.0
5104	785787	Lenovo	16	2000	1.8	36900	23.0
5105	785983	asus	4	500	2.3	42900	12.0
5106	786182	Acer	8	1000	3.2	80900	54.0
5107	786265	Microsoft	16	2000	2.5	67900	37.0
5108	786268	hp	4	2000	2.3	50900	22.0
5109	786298	Dell	16	1000	3.2	99900	55.0
5110	786468	Dell	16	1000	3.2	103900	59.0
5111	786743	Lenovo	16	1000	3.2	68900	55.0
5112	786744	Dell	4	500	1.8	47900	3.0
5113	786752	Microsoft	4	500	2.5	53900	23.0
5114	787025	Asus	16	2000	2.3	69900	42.0
5115	787103	Microsoft	4	2000	3.2	80900	50.0
5116	787569	Apple	4	1000	3.0	123900	29.0
5117	787678	Apple	4	1000	1.8	107900	13.0
5118	787744	unknown	8	2000	3.0	83900	34.0
5119	787820	Samsung	16	1000	3.0	66900	36.0
5120	788139	Asus	8	500	3.0	71900	44.0
5121	788498	hp	8	500	3.2	74900	46.0
5122	788583	MSI	8	2000	3.0	76900	46.0
5123	788583	MSI	8	2000	3.0	76900	46.0
5124	788723	hp	4	500	1.8	35900	7.0
5125	788842	Samsung	8	1000	1.8	46900	16.0
5126	788939	Lenovo	8	500	3.2	58900	45.0
5127	788956	Microsoft	4	2000	2.3	48900	18.0
5128	789036	Acer	16	2000	2.3	62900	36.0
5129	789159	Samsung	4	500	2.5	52900	22.0
5130	789727	Samsung	4	500	2.3	34900	4.0
5131	789885	MSI	16	1000	3.2	88900	58.0
5132	789965	Acer	8	500	2.5	54900	28.0
5133	790164	Microsoft	4	500	1.8	38900	8.0
5134	790170	Dell	4	500	3.0	73900	29.0
5135	790339	Toshiba	4	2000	1.8	38900	11.0
5136	790451	Samsung	16	2000	2.3	61900	31.0
5137	790629	Lenovo	4	1000	3.0	44900	31.0
5138	790700	Lenovo	16	500	3.0	56900	43.0
5139	790768	Samsung	16	2000	1.8	58900	28.0
5140	790944	Dell	16	2000	3.2	104900	60.0
5141	790972	hp	4	500	1.8	35900	7.0
5142	791041	DELL	4	1000	3.2	89900	49.0
5143	791093	Acer	4	2000	2.3	52900	26.0
5144	791585	Samsung	8	2000	3.2	77900	47.0
5145	791666	HP	4	1000	2.5	52900	21.0
5146	791713	Apple	4	500	2.5	111900	17.0
5147	791738	Acer	8	1000	2.5	58900	32.0
5148	791777	Samsung	4	500	1.8	38900	8.0
5149	792311	Samsung	8	1000	2.5	58900	28.0
5150	792494	DELL	8	1000	3.0	84900	44.0
5151	792668	Samsung	4	2000	3.2	75900	45.0
5152	792680	Toshiba	4	2000	2.3	51900	24.0
5153	792761	DELL	4	500	3.2	82900	42.0
5154	793196	Toshiba	8	1000	2.5	55900	28.0
5155	793331	Samsung	4	1000	3.2	68900	38.0
5156	793515	hp	8	1000	2.3	48900	20.0
5157	793579	asus	4	500	3.0	52900	22.0
5158	793671	hp	8	1000	3.2	79900	51.0
5159	793709	hp	8	500	3.0	67900	39.0
5160	793875	HP	16	2000	1.8	45900	14.0
5161	794155	MSI	8	2000	1.8	45900	15.0
5162	794446	Lenovo	16	2000	1.8	35900	22.0
5163	794456	asus	4	1000	2.5	53900	23.0
5164	794483	HP	16	1000	2.5	63900	32.0
5165	794671	Toshiba	8	500	2.5	62900	35.0
5166	794803	HP	4	1000	3.2	68900	37.0
5167	794806	HP	4	1000	2.3	45900	14.0
5168	794808	HP	16	500	2.5	59900	28.0
5169	794847	Samsung	8	1000	3.0	68900	38.0
5170	795002	Apple	16	2000	2.3	125900	31.0
5171	795333	Acer	4	2000	1.8	49900	23.0
5172	795414	Acer	4	500	1.8	32900	6.0
5173	795434	Lenovo	16	500	3.0	55900	42.0
5174	795750	asus	16	1000	2.5	69900	39.0
5175	795868	MSI	16	500	3.0	68900	38.0
5176	795879	Asus	16	500	1.8	53900	26.0
5177	795952	HP	4	1000	2.3	46900	15.0
5178	796017	Asus	4	500	2.5	47900	20.0
5179	796053	Toshiba	8	1000	2.5	60900	33.0
5180	796053	Toshiba	8	1000	2.5	60900	33.0
5181	796236	Acer	8	2000	3.0	75900	49.0
5182	796314	asus	16	1000	3.2	89900	59.0
5183	796450	Lenovo	16	1000	3.0	58900	45.0
5184	796552	Acer	8	1000	2.3	53900	27.0
5185	796700	Dell	8	1000	2.3	71900	27.0
5186	796756	Asus	8	500	3.2	73900	46.0
5187	796815	Asus	8	500	2.5	56900	29.0
5188	796935	Toshiba	8	500	1.8	40900	13.0
5189	797025	DELL	16	2000	2.3	79900	39.0
5190	797140	Asus	8	2000	1.8	47900	20.0
5191	797220	Toshiba	16	500	1.8	44900	17.0
5192	797230	Samsung	4	2000	3.2	77900	47.0
5193	797230	Samsung	4	2000	3.2	77900	47.0
5194	797324	Apple	4	1000	2.5	115900	21.0
5195	797326	hp	4	1000	1.8	41900	13.0
5196	797357	Microsoft	16	2000	2.3	58900	28.0
5197	797726	HP	4	2000	3.2	78900	47.0
5198	797797	Toshiba	8	1000	3.2	80900	53.0
5199	797906	Acer	4	2000	2.3	46900	20.0
5200	798200	Asus	16	1000	3.2	90900	63.0
5201	798214	Lenovo	4	500	3.0	38900	25.0
5202	798312	asus	8	1000	2.3	49900	19.0
5203	798766	Microsoft	8	2000	2.3	59900	29.0
5204	798948	Asus	8	500	2.5	50900	23.0
5205	799099	Lenovo	16	1000	2.5	50900	37.0
5206	799114	Lenovo	16	500	3.2	69900	56.0
5207	799210	Toshiba	8	1000	3.2	70900	43.0
5208	799267	asus	4	1000	2.3	43900	13.0
5209	799375	Dell	4	2000	2.5	67900	23.0
5210	799540	MSI	16	2000	3.0	75900	45.0
5211	799554	Toshiba	16	2000	2.5	70900	43.0
5212	799581	Dell	4	2000	2.3	62900	18.0
5213	800031	HP	4	2000	3.0	74900	43.0
5214	800098	HP	16	2000	1.8	56900	25.0
5215	800164	DELL	4	2000	3.0	83900	43.0
5216	800656	hp	8	500	1.8	39900	11.0
5217	800718	Dell	8	2000	3.0	87900	43.0
5218	800876	Apple	8	500	3.2	144900	50.0
5219	801170	Asus	16	1000	2.5	66900	39.0
5220	801282	asus	16	2000	1.8	44900	14.0
5221	801297	unknown	8	500	2.5	57900	15.0
5222	801443	Samsung	8	1000	2.3	51900	21.0
5223	801838	asus	4	2000	1.8	37900	7.0
5224	801942	Asus	16	1000	3.0	72900	45.0
5225	801963	DELL	16	500	3.0	86900	46.0
5226	802040	Lenovo	16	500	3.2	69900	56.0
5227	802251	Acer	16	1000	3.0	77900	51.0
5228	802301	Dell	8	1000	3.0	87900	43.0
5229	802489	Toshiba	4	2000	3.0	66900	39.0
5230	803093	Acer	8	2000	2.5	60900	34.0
5231	803101	asus	8	500	1.8	43900	13.0
5232	803239	Acer	4	2000	1.8	38900	12.0
5233	803280	Lenovo	4	1000	2.5	34900	21.0
5234	803299	Dell	4	500	3.2	85900	41.0
5235	803692	Samsung	4	1000	1.8	37900	7.0
5236	803706	Asus	16	1000	2.5	64900	37.0
5237	803720	Apple	4	1000	2.5	112900	18.0
5238	804320	Samsung	4	1000	2.5	54900	24.0
5239	804381	Dell	4	2000	3.2	93900	49.0
5240	804467	Samsung	8	500	3.2	75900	45.0
5241	804516	MSI	4	2000	3.2	86900	56.0
5242	804631	asus	16	1000	2.3	62900	32.0
5243	804656	MSI	8	500	2.3	38900	8.0
5244	804826	Samsung	16	500	3.0	64900	34.0
5245	805116	Dell	8	1000	1.8	63900	19.0
5246	805234	Samsung	8	2000	2.3	58900	28.0
5247	805436	asus	16	1000	3.2	90900	60.0
5248	805950	unknown	8	2000	2.3	48900	9.0
5249	806210	Asus	4	500	2.3	46900	19.0
5250	806329	Apple	8	2000	1.8	118900	24.0
5251	806353	Microsoft	4	500	3.2	70900	40.0
5252	806395	DELL	8	2000	3.0	91900	51.0
5253	806660	Acer	16	500	3.0	74900	48.0
5254	806723	Asus	16	500	3.0	61900	34.0
5255	806966	Apple	4	2000	3.0	131900	37.0
5256	807162	Acer	8	2000	3.0	70900	44.0
5257	807323	DELL	16	1000	3.0	94900	54.0
5258	807502	asus	8	500	3.0	68900	38.0
5259	807650	asus	8	1000	2.3	50900	20.0
5260	807894	Microsoft	16	500	2.3	50900	20.0
5261	807967	Asus	4	2000	3.0	71900	44.0
5262	808031	DELL	8	2000	3.0	87900	47.0
5263	808135	asus	8	1000	2.5	56900	26.0
5264	808463	Dell	4	2000	3.0	88900	44.0
5265	808574	asus	16	2000	2.3	64900	34.0
5266	808733	unknown	4	1000	1.8	42900	4.0
5267	808818	DELL	4	2000	3.2	90900	50.0
5268	808828	hp	8	1000	3.0	70900	42.0
5269	808868	Samsung	4	500	3.2	70900	40.0
5270	808980	Apple	16	1000	1.8	115900	21.0
5271	809079	MSI	4	500	2.3	42900	12.0
5272	809209	Toshiba	16	2000	2.5	69900	42.0
5273	809363	hp	4	500	1.8	39900	11.0
5274	809507	Dell	8	2000	3.0	89900	45.0
5275	809640	DELL	16	1000	1.8	66900	26.0
5276	809713	Toshiba	4	1000	1.8	31900	4.0
5277	809742	Dell	4	500	2.3	58900	14.0
5278	809764	Dell	8	1000	1.8	54900	10.0
5279	809856	Lenovo	4	500	2.3	24900	11.0
5280	809955	Samsung	8	1000	2.5	57900	27.0
5281	810112	Toshiba	4	1000	3.0	64900	37.0
5282	810148	Acer	8	2000	2.3	54900	28.0
5283	810824	Toshiba	8	2000	3.2	77900	50.0
5284	810830	HP	4	2000	3.0	64900	33.0
5285	810872	Asus	8	500	2.5	51900	24.0
5286	810877	Apple	16	2000	1.8	118900	24.0
5287	810957	Lenovo	8	2000	3.0	60900	47.0
5288	811020	MSI	16	2000	2.5	60900	30.0
5289	811350	DELL	4	2000	1.8	64900	24.0
5290	811368	MSI	8	1000	2.5	62900	32.0
5291	811523	Lenovo	4	2000	2.3	31900	18.0
5292	811717	Dell	16	1000	3.0	85900	41.0
5293	811826	Apple	16	1000	2.5	124900	30.0
5294	812146	Toshiba	8	1000	2.5	53900	26.0
5295	812440	Dell	8	500	2.5	72900	28.0
5296	812635	MSI	4	1000	3.0	60900	30.0
5297	812658	Samsung	8	1000	2.5	55900	25.0
5298	812746	DELL	16	2000	3.0	91900	51.0
5299	813046	Microsoft	4	1000	2.3	45900	15.0
5300	813152	HP	8	2000	3.2	80900	49.0
5301	813785	hp	8	1000	3.2	76900	48.0
5302	814052	Toshiba	4	500	3.0	61900	34.0
5303	814344	hp	4	2000	3.2	82900	54.0
5304	814385	hp	8	1000	1.8	44900	16.0
5305	814675	MSI	16	500	3.2	85900	55.0
5306	815062	Toshiba	8	500	3.2	75900	48.0
5307	815134	Samsung	4	2000	3.0	68900	38.0
5308	815569	Samsung	8	1000	1.8	43900	13.0
5309	815578	DELL	4	2000	3.0	85900	45.0
5310	815608	MSI	16	500	2.5	58900	28.0
5311	815704	Asus	4	2000	1.8	45900	18.0
5312	816160	Microsoft	16	500	1.8	42900	12.0
5313	816675	hp	16	1000	3.0	72900	44.0
5314	816733	hp	4	1000	3.0	56900	28.0
5315	817194	Asus	4	500	3.0	63900	36.0
5316	817245	Microsoft	8	1000	2.3	52900	22.0
5317	817358	Lenovo	4	500	3.0	51900	38.0
5318	817370	HP	4	2000	3.2	82900	51.0
5319	817381	Microsoft	16	2000	2.3	70900	40.0
5320	817644	Microsoft	8	1000	3.0	65900	35.0
5321	817666	Apple	8	2000	3.2	153900	59.0
5322	817976	Toshiba	8	500	1.8	37900	10.0
5323	818016	HP	16	2000	3.2	103900	61.0
5324	818030	Dell	8	500	2.5	66900	22.0
5325	818039	Toshiba	8	1000	3.0	72900	45.0
5326	818214	Samsung	4	500	3.0	61900	31.0
5327	818363	DELL	16	2000	2.5	88900	48.0
5328	818420	Apple	4	1000	2.5	116900	22.0
5329	818456	Toshiba	16	1000	2.5	59900	32.0
5330	818513	Acer	16	2000	1.8	60900	34.0
5331	818978	Dell	16	500	3.2	98900	54.0
5332	819214	Toshiba	16	1000	3.0	73900	46.0
5333	819360	Lenovo	8	1000	1.8	30900	17.0
5334	819372	Samsung	8	1000	2.3	45900	15.0
5335	819542	asus	16	1000	1.8	51900	21.0
5336	819651	HP	4	1000	2.3	37900	6.0
5337	820059	Asus	8	1000	2.5	58900	31.0
5338	820176	asus	16	1000	2.5	62900	32.0
5339	820407	Dell	4	1000	2.3	67900	23.0
5340	820725	Lenovo	4	500	1.8	17900	4.0
5341	820931	DELL	4	1000	3.0	78900	38.0
5342	821093	Lenovo	16	1000	1.8	27900	14.0
5343	821223	Asus	8	2000	3.0	74900	47.0
5344	821457	Microsoft	8	1000	3.0	67900	37.0
5345	821732	DELL	16	1000	3.0	85900	45.0
5346	822223	Samsung	16	1000	1.8	49900	19.0
5347	822231	Lenovo	16	2000	2.3	47900	34.0
5348	822263	Acer	8	500	3.2	81900	55.0
5349	822345	Apple	4	1000	2.3	109900	15.0
5350	822842	Acer	16	1000	3.0	75900	49.0
5351	823067	DELL	16	2000	3.2	100900	60.0
5352	823180	Microsoft	16	2000	1.8	53900	23.0
5353	823290	Asus	16	2000	2.5	71900	44.0
5354	823327	Apple	8	1000	2.3	118900	24.0
5355	823389	Asus	8	2000	3.0	70900	43.0
5356	823457	Acer	4	500	1.8	36900	10.0
5357	823581	MSI	4	2000	3.0	73900	43.0
5358	823857	Acer	8	500	3.2	80900	54.0
5359	823947	Lenovo	4	500	3.0	41900	28.0
5360	824005	DELL	4	2000	1.8	55900	15.0
5361	824014	asus	8	2000	3.2	82900	52.0
5362	824056	Apple	4	2000	3.2	137900	43.0
5363	824488	HP	16	2000	2.3	63900	32.0
5364	824785	Toshiba	8	500	3.0	62900	35.0
5365	825186	Acer	4	2000	3.0	65900	39.0
5366	825203	Toshiba	8	1000	2.5	57900	30.0
5367	825245	MSI	8	1000	1.8	41900	11.0
5368	825339	Asus	4	1000	3.0	69900	42.0
5369	825460	asus	16	1000	1.8	55900	25.0
5370	825461	DELL	16	1000	1.8	57900	17.0
5371	825590	MSI	16	1000	2.5	72900	42.0
5372	825639	Dell	4	500	2.3	59900	15.0
5373	825645	hp	8	2000	2.3	44900	16.0
5374	825674	hp	4	1000	2.3	37900	9.0
5375	825939	Asus	8	2000	2.5	59900	32.0
5376	826545	MSI	16	1000	1.8	48900	18.0
5377	826603	DELL	16	1000	3.0	82900	42.0
5378	826611	Samsung	4	2000	3.0	71900	41.0
5379	826710	Toshiba	8	500	1.8	29900	3.0
5380	827097	DELL	8	2000	3.2	95900	55.0
5381	827106	Asus	16	500	2.5	58900	31.0
5382	827558	asus	16	1000	2.5	70900	40.0
5383	827747	HP	8	2000	3.2	80900	49.0
5384	827957	Microsoft	8	1000	2.5	64900	34.0
5385	828072	DELL	8	1000	3.2	95900	55.0
5386	828182	HP	16	2000	3.2	90900	59.0
5387	828693	Samsung	4	1000	2.5	52900	22.0
5388	828933	Dell	4	500	2.3	48900	4.0
5389	828962	Samsung	16	1000	2.3	57900	27.0
5390	829309	Asus	4	2000	3.0	65900	38.0
5391	829548	Dell	8	2000	2.3	79900	35.0
5392	829666	unknown	4	500	2.5	43900	5.0
5393	829771	Lenovo	8	500	2.5	38900	25.0
5394	829814	Apple	8	1000	2.3	116900	22.0
5395	829941	DELL	4	1000	2.5	65900	25.0
5396	829990	Dell	16	500	3.0	89900	45.0
5397	830521	Lenovo	8	2000	3.2	68900	55.0
5398	830773	DELL	4	1000	1.8	48900	8.0
5399	830875	Dell	8	1000	2.3	67900	23.0
5400	831182	HP	16	1000	2.5	66900	35.0
5401	831548	Dell	16	1000	1.8	63900	19.0
5402	831738	Asus	16	1000	1.8	53900	26.0
5403	831820	Dell	16	2000	3.2	108900	63.0
5404	831847	Apple	8	500	3.0	130900	36.0
5405	832069	Toshiba	8	1000	2.3	54900	27.0
5406	832476	Asus	4	500	3.0	66900	39.0
5407	832792	Microsoft	8	1000	3.0	71900	41.0
5408	833205	MSI	16	1000	2.5	56900	26.0
5409	833276	Lenovo	4	500	1.8	24900	11.0
5410	833341	Apple	4	500	3.0	117900	23.0
5411	833399	Toshiba	8	2000	2.5	62900	35.0
5412	833866	Asus	16	1000	1.8	57900	30.0
5413	834010	asus	8	500	3.0	66900	36.0
5414	834375	Microsoft	16	500	2.3	50900	20.0
5415	834464	Dell	8	1000	3.2	94900	50.0
5416	834483	Acer	8	1000	3.2	76900	50.0
5417	834553	Microsoft	8	2000	2.3	50900	20.0
5418	834611	Apple	4	2000	2.3	110900	16.0
5419	834669	Acer	8	500	3.2	74900	48.0
5420	834730	Lenovo	8	500	2.3	30900	17.0
5421	834927	Microsoft	4	1000	2.3	44900	14.0
5422	834971	Lenovo	8	2000	1.8	35900	22.0
5423	835789	asus	16	1000	2.3	56900	26.0
5424	835816	asus	16	2000	3.0	83900	53.0
5425	835895	asus	8	500	2.3	48900	18.0
5426	835942	Dell	4	1000	2.5	71900	27.0
5427	836183	DELL	8	1000	3.2	96900	56.0
5428	836197	hp	8	2000	1.8	47900	19.0
5429	836325	Acer	8	1000	3.0	66900	40.0
5430	836397	Asus	8	1000	3.0	69900	42.0
5431	836435	hp	4	2000	2.5	56900	28.0
5432	836729	Toshiba	16	500	3.0	66900	39.0
5433	836742	asus	16	2000	3.0	81900	51.0
5434	836761	asus	4	500	2.5	49900	19.0
5435	837402	asus	16	2000	1.8	55900	25.0
5436	837594	Lenovo	4	1000	1.8	22900	9.0
5437	837650	Asus	4	2000	3.2	74900	47.0
5438	837892	Samsung	4	2000	2.5	58900	28.0
5439	837896	HP	4	500	1.8	38900	7.0
5440	837975	DELL	8	2000	3.0	95900	55.0
5441	838115	Acer	4	2000	1.8	46900	20.0
5442	838185	Samsung	4	2000	3.0	66900	36.0
5443	838190	unknown	4	500	3.0	62900	19.0
5444	838240	MSI	8	500	2.5	52900	22.0
5445	838267	DELL	16	2000	3.0	94900	54.0
5446	838528	asus	8	500	2.5	47900	17.0
5447	838759	Acer	4	1000	1.8	35900	9.0
