	productid	brand	RAM_GB	HDD_GB	GHz	price	MEDIAN
4826	744890	asus	8	2000	2.3	57900	2.5
4827	744901	Samsung	4	1000	1.8	33900	2.5
4828	745090	Apple	4	500	3.2	136900	2.5
4829	745113	Microsoft	16	500	2.5	63900	2.5
4830	745135	Microsoft	4	2000	3.2	83900	2.5
4831	745256	asus	4	500	3.0	57900	2.5
4832	745384	Microsoft	4	2000	3.2	76900	2.5
4833	745443	Toshiba	16	500	3.2	79900	2.5
4834	745622	Dell	16	500	1.8	60900	2.5
4835	745625	asus	4	500	2.3	41900	2.5
4836	745762	HP	4	2000	3.2	75900	2.5
4837	746108	Acer	8	500	2.5	48900	2.5
4838	746225	Dell	4	500	1.8	49900	2.5
4839	746303	asus	8	500	1.8	36900	2.5
4840	746792	asus	16	500	2.3	48900	2.5
4841	746824	Dell	8	500	2.3	64900	2.5
4842	746885	DELL	8	500	3.0	77900	2.5
4843	747078	hp	16	2000	3.0	75900	2.5
4844	747241	asus	8	1000	2.3	57900	2.5
4845	747325	HP	16	2000	1.8	61900	2.5
4846	747433	Asus	16	2000	2.5	65900	2.5
4847	747503	Microsoft	8	2000	2.5	60900	2.5
4848	747609	HP	8	2000	2.3	57900	2.5
4849	748113	MSI	8	500	2.3	43900	2.5
4850	748168	Lenovo	8	500	2.5	45900	2.5
4851	748222	Lenovo	4	2000	2.3	37900	2.5
4852	748854	Toshiba	16	1000	1.8	49900	2.5
4853	748901	hp	4	2000	1.8	48900	2.5
4854	749011	Lenovo	8	1000	1.8	32900	2.5
4855	749020	Samsung	4	500	2.5	52900	2.5
4856	749093	Lenovo	8	1000	3.0	61900	2.5
4857	749160	DELL	8	2000	2.5	76900	2.5
4858	749269	asus	4	1000	1.8	38900	2.5
4859	749728	Apple	16	500	2.3	110900	2.5
4860	749768	Toshiba	16	500	3.2	83900	2.5
4861	749813	DELL	16	2000	2.5	88900	2.5
4862	749818	HP	4	500	2.5	47900	2.5
4863	749840	Toshiba	8	1000	3.2	81900	2.5
4864	750045	MSI	8	500	2.3	48900	2.5
4865	750054	Apple	16	1000	1.8	117900	2.5
4866	750186	Dell	16	500	2.5	82900	2.5
4867	750318	Lenovo	8	500	3.2	59900	2.5
4868	750358	hp	4	1000	3.0	57900	2.5
4869	750546	Dell	4	1000	2.5	64900	2.5
4870	750652	Microsoft	4	500	2.5	49900	2.5
4871	750767	Toshiba	16	500	1.8	43900	2.5
4872	750922	Asus	16	1000	2.5	60900	2.5
4873	750933	Toshiba	8	2000	3.0	65900	2.5
4874	750968	unknown	16	500	2.3	53900	2.5
4875	751025	hp	8	2000	2.5	56900	2.5
4876	751045	Apple	4	2000	2.3	110900	2.5
4877	751104	Dell	8	2000	1.8	63900	2.5
4878	751303	DELL	16	1000	2.5	78900	2.5
4879	751889	Asus	4	1000	3.0	57900	2.5
4880	752383	Apple	4	2000	2.3	116900	2.5
4881	752434	Asus	16	1000	3.2	82900	2.5
4882	752497	Acer	16	500	1.8	45900	2.5
4883	752935	Apple	8	2000	3.2	148900	2.5
4884	752962	Toshiba	4	1000	1.8	36900	2.5
4885	753254	Lenovo	8	1000	2.5	53900	2.5
4886	753265	Asus	4	500	1.8	28900	2.5
4887	753289	Lenovo	16	2000	3.2	68900	2.5
4888	753497	Asus	16	500	2.3	47900	2.5
4889	753557	Lenovo	16	2000	3.2	78900	2.5
4890	753686	Dell	4	2000	3.2	91900	2.5
4891	753686	Dell	4	2000	3.2	91900	2.5
4892	753714	hp	4	1000	3.2	69900	2.5
4893	753752	hp	4	1000	1.8	43900	2.5
4894	753846	Apple	16	2000	1.8	117900	2.5
4895	754312	MSI	8	500	3.0	61900	2.5
4896	754478	HP	8	1000	1.8	41900	2.5
4897	754479	Toshiba	8	500	2.3	54900	2.5
4898	754605	asus	4	1000	3.0	57900	2.5
4899	754685	Microsoft	4	1000	3.2	64900	2.5
4900	754725	hp	4	2000	1.8	38900	2.5
4901	754915	MSI	8	500	1.8	40900	2.5
4902	755205	Microsoft	16	1000	2.5	63900	2.5
4903	755479	DELL	4	2000	3.2	94900	2.5
4904	755991	Lenovo	8	500	1.8	29900	2.5
4905	756032	Toshiba	8	2000	3.2	87900	2.5
4906	756384	Samsung	8	1000	2.5	59900	2.5
4907	756718	Microsoft	4	1000	2.3	48900	2.5
4908	756769	hp	8	500	3.0	61900	2.5
4909	756800	hp	8	1000	1.8	39900	2.5
4910	757044	Samsung	4	500	3.0	59900	2.5
4911	757087	Toshiba	8	2000	3.0	76900	2.5
4912	757090	Acer	8	1000	2.3	47900	2.5
4913	757131	Toshiba	4	500	2.3	43900	2.5
4914	757445	Dell	16	1000	2.5	82900	2.5
4915	757551	Toshiba	8	1000	3.0	74900	2.5
4916	757889	unknown	8	1000	1.8	45900	2.5
4917	757906	Microsoft	16	1000	2.5	61900	2.5
4918	758030	Lenovo	4	500	1.8	23900	2.5
4919	758031	hp	16	1000	2.3	60900	2.5
4920	758524	asus	8	500	3.0	71900	2.5
4921	758529	Dell	8	1000	3.0	78900	2.5
4922	758689	Acer	4	2000	1.8	44900	2.5
4923	758711	Asus	4	500	2.3	40900	2.5
4924	758822	HP	16	500	3.0	71900	2.5
4925	759311	Acer	4	2000	2.5	61900	2.5
4926	759512	Toshiba	16	2000	2.5	65900	2.5
4927	759714	asus	16	2000	2.3	62900	2.5
4928	759763	Samsung	16	2000	2.5	72900	2.5
4929	759924	Microsoft	8	1000	3.2	78900	2.5
4930	760006	HP	16	2000	3.0	84900	2.5
4931	760382	DELL	16	1000	3.2	95900	2.5
4932	760434	Toshiba	16	500	1.8	43900	2.5
4933	760475	Samsung	4	500	2.3	45900	2.5
4934	760574	asus	16	500	3.2	86900	2.5
4935	760733	Microsoft	4	500	3.0	65900	2.5
4936	761018	HP	16	500	2.3	57900	2.5
4937	761047	Apple	4	500	3.2	135900	2.5
4938	761057	Lenovo	4	2000	1.8	24900	2.5
4939	761241	Samsung	4	2000	3.0	63900	2.5
4940	761501	Samsung	8	2000	2.3	51900	2.5
4941	761650	Lenovo	4	500	3.0	35900	2.5
4942	761654	Apple	4	500	3.2	135900	2.5
4943	761841	Asus	16	2000	2.3	61900	2.5
4944	762010	Lenovo	8	2000	3.2	71900	2.5
4945	762048	DELL	16	500	2.3	72900	2.5
4946	762544	Apple	8	2000	2.3	120900	2.5
4947	762571	Toshiba	8	1000	1.8	43900	2.5
4948	762707	Microsoft	16	1000	3.0	65900	2.5
4949	762756	hp	16	1000	3.0	71900	2.5
4950	762760	Lenovo	16	500	2.5	46900	2.5
4951	762864	hp	8	1000	2.3	50900	2.5
4952	762940	DELL	4	1000	3.2	82900	2.5
4953	762988	Acer	8	2000	3.0	76900	2.5
4954	763104	Microsoft	16	500	3.2	84900	2.5
4955	763482	Samsung	8	2000	1.8	49900	2.5
4956	763615	hp	16	2000	3.0	82900	2.5
4957	764057	Lenovo	8	500	1.8	25900	2.5
4958	764249	HP	16	500	1.8	41900	2.5
4959	764378	Asus	4	500	3.0	58900	2.5
4960	764629	DELL	4	500	1.8	48900	2.5
4961	764643	Lenovo	16	2000	3.2	83900	2.5
4962	764669	Lenovo	4	2000	2.5	38900	2.5
4963	764973	Toshiba	16	1000	2.5	74900	2.5
4964	765178	Asus	8	500	1.8	41900	2.5
4965	765192	MSI	4	500	3.0	57900	2.5
4966	765400	Dell	4	500	2.3	57900	2.5
4967	765590	Asus	8	2000	1.8	46900	2.5
4968	765697	Dell	8	1000	3.2	91900	2.5
4969	765943	asus	8	500	3.0	63900	2.5
4970	766036	Dell	16	1000	2.3	77900	2.5
4971	766036	Dell	16	1000	2.3	77900	2.5
4972	766065	Apple	16	1000	3.2	142900	2.5
4973	766318	hp	8	1000	2.5	71900	2.5
4974	766471	Acer	16	500	2.5	64900	2.5
4975	766517	Samsung	4	2000	3.0	64900	2.5
4976	766837	Apple	8	500	3.0	132900	2.5
4977	767298	Apple	4	2000	1.8	112900	2.5
4978	767442	Acer	8	2000	3.2	86900	2.5
4979	767689	Asus	16	500	3.2	76900	2.5
4980	767760	Samsung	4	500	2.3	44900	2.5
4981	767846	MSI	8	2000	3.0	72900	2.5
4982	767957	Lenovo	16	2000	2.3	39900	2.5
4983	768587	Toshiba	16	1000	3.2	85900	2.5
4984	768726	Acer	16	2000	2.5	66900	2.5
4985	768846	MSI	4	2000	3.2	82900	2.5
4986	769060	Dell	4	1000	3.0	71900	2.5
4987	769360	Lenovo	4	1000	1.8	26900	2.5
4988	769382	DELL	4	500	1.8	50900	2.5
4989	770068	Toshiba	4	500	2.5	49900	2.5
4990	770072	asus	16	2000	3.2	85900	2.5
4991	770147	MSI	4	500	3.2	65900	2.5
4992	770163	Acer	4	500	3.0	64900	2.5
4993	770171	Microsoft	4	500	2.5	51900	2.5
4994	770223	Lenovo	8	500	2.5	44900	2.5
4995	770351	HP	8	500	1.8	45900	2.5
4996	770594	Lenovo	8	2000	3.0	50900	2.5
4997	770840	Dell	16	500	2.5	73900	2.5
4998	770987	Dell	8	2000	3.0	92900	2.5
4999	771010	hp	8	2000	3.0	72900	2.5
5000	771323	Apple	16	1000	3.2	151900	2.5
5001	771357	Samsung	8	1000	2.3	55900	2.5
5002	771472	MSI	8	500	3.2	77900	2.5
5003	771635	hp	4	1000	3.2	71900	2.5
5004	771988	Asus	8	1000	3.0	62900	2.5
5005	772103	Dell	8	2000	3.0	91900	2.5
5006	772122	Asus	8	500	3.2	73900	2.5
5007	772127	Microsoft	16	1000	2.3	53900	2.5
5008	772200	Acer	4	2000	1.8	43900	2.5
5009	772486	Asus	16	2000	2.3	61900	2.5
5010	772528	HP	16	500	2.5	61900	2.5
5011	772840	hp	4	500	3.0	62900	2.5
5012	773011	HP	4	500	3.0	58900	2.5
5013	773115	Microsoft	16	500	3.0	66900	2.5
5014	773156	Samsung	16	2000	1.8	56900	2.5
5015	773246	Toshiba	8	500	3.0	69900	2.5
5016	773350	HP	4	2000	3.2	68900	2.5
5017	773412	Samsung	16	500	1.8	45900	2.5
5018	773636	Lenovo	8	2000	1.8	36900	2.5
5019	773896	Acer	4	1000	2.3	40900	2.5
5020	773974	Samsung	16	2000	2.3	65900	2.5
5021	774016	Microsoft	4	1000	3.2	68900	2.5
5022	774094	Toshiba	8	1000	3.2	74900	2.5
5023	774273	asus	16	500	3.0	71900	2.5
5024	774364	Dell	4	500	2.3	55900	2.5
5025	774468	DELL	8	500	3.2	87900	2.5
5026	774849	Acer	4	2000	2.3	49900	2.5
5027	775064	MSI	8	500	3.2	70900	2.5
5028	775130	asus	4	2000	2.5	53900	2.5
5029	775204	Microsoft	8	500	2.5	54900	2.5
5030	775288	Asus	4	1000	1.8	36900	2.5
5031	775542	Asus	16	500	2.3	50900	2.5
5032	775552	Toshiba	4	500	1.8	28900	2.5
5033	775706	Asus	4	2000	1.8	41900	2.5
5034	776001	HP	16	1000	2.3	55900	2.5
5035	776187	Apple	16	1000	3.0	138900	2.5
5036	776777	DELL	4	500	3.2	83900	2.5
5037	776778	Asus	16	1000	3.0	74900	2.5
5038	777173	Acer	8	1000	1.8	46900	2.5
5039	777309	hp	16	2000	2.5	66900	2.5
5040	777538	Toshiba	8	2000	2.5	62900	2.5
5041	777609	Dell	16	1000	3.2	98900	2.5
5042	777634	Asus	4	2000	3.0	69900	2.5
5043	777929	asus	4	1000	3.2	68900	2.5
5044	778296	Apple	16	2000	3.0	143900	2.5
5045	778302	hp	8	500	1.8	33900	2.5
5046	778394	Apple	8	1000	2.3	108900	2.5
5047	778690	DELL	8	1000	1.8	56900	2.5
5048	778921	Dell	8	500	3.2	94900	2.5
5049	778994	Dell	16	2000	1.8	76900	2.5
5050	779046	Samsung	4	1000	3.2	74900	2.5
5051	779161	DELL	8	500	3.0	79900	2.5
5052	779476	hp	8	1000	2.5	55900	2.5
5053	779580	Toshiba	8	500	3.0	70900	2.5
5054	779605	hp	4	500	3.0	59900	2.5
5055	779649	Lenovo	4	1000	3.2	63900	2.5
5056	779685	Dell	4	2000	3.0	69900	2.5
5057	779719	Lenovo	16	500	1.8	35900	2.5
5058	779767	Asus	4	500	3.0	58900	2.5
5059	779799	MSI	8	500	1.8	41900	2.5
5060	779915	Acer	4	1000	3.0	64900	2.5
5061	779964	Samsung	16	500	3.0	70900	2.5
5062	779983	hp	4	500	2.3	38900	2.5
5063	780042	Apple	8	1000	2.5	117900	2.5
5064	780168	Samsung	16	2000	2.3	61900	2.5
5065	780302	Samsung	4	500	3.2	71900	2.5
5066	780466	HP	8	1000	1.8	41900	2.5
5067	780569	MSI	8	2000	1.8	51900	2.5
5068	780699	DELL	8	2000	3.2	99900	2.5
5069	780700	Toshiba	16	1000	2.3	55900	2.5
5070	780705	HP	4	500	1.8	36900	2.5
5071	780820	DELL	4	500	1.8	52900	2.5
5072	781069	hp	4	500	3.0	56900	2.5
5073	781394	DELL	8	500	3.0	88900	2.5
5074	781764	Acer	8	2000	2.5	67900	2.5
5075	781800	asus	4	2000	2.3	48900	2.5
5076	782046	asus	4	1000	1.8	40900	2.5
5077	782216	DELL	16	1000	2.3	73900	2.5
5078	782358	Samsung	8	1000	1.8	37900	2.5
5079	782636	DELL	8	2000	3.2	93900	2.5
5080	782718	DELL	4	500	3.2	85900	2.5
5081	783134	Microsoft	8	2000	2.5	65900	2.5
5082	783140	MSI	4	2000	2.5	63900	2.5
5083	783308	Dell	16	500	1.8	63900	2.5
5084	783326	hp	4	2000	2.3	49900	2.5
5085	783374	Apple	16	1000	3.2	148900	2.5
5086	783376	Dell	8	2000	3.0	86900	2.5
5087	783407	Dell	8	500	3.2	96900	2.5
5088	784062	DELL	8	500	3.0	83900	2.5
5089	784093	hp	4	1000	1.8	40900	2.5
5090	784226	Microsoft	4	500	2.3	44900	2.5
5091	784395	MSI	4	500	2.3	42900	2.5
5092	784483	Asus	8	1000	2.5	65900	2.5
5093	784492	Dell	16	2000	2.5	85900	2.5
5094	784570	Lenovo	16	1000	2.5	52900	2.5
5095	784673	Samsung	16	500	1.8	55900	2.5
5096	784880	Microsoft	16	2000	1.8	56900	2.5
5097	784887	Toshiba	16	500	3.2	83900	2.5
5098	785145	Lenovo	8	1000	2.5	39900	2.5
5099	785265	Acer	16	2000	2.3	59900	2.5
5100	785291	hp	16	500	3.0	73900	2.5
5101	785351	HP	16	500	2.3	48900	2.5
5102	785650	Acer	16	2000	3.0	80900	2.5
5103	785781	Apple	16	2000	1.8	127900	2.5
5104	785787	Lenovo	16	2000	1.8	36900	2.5
5105	785983	asus	4	500	2.3	42900	2.5
5106	786182	Acer	8	1000	3.2	80900	2.5
5107	786265	Microsoft	16	2000	2.5	67900	2.5
5108	786268	hp	4	2000	2.3	50900	2.5
5109	786298	Dell	16	1000	3.2	99900	2.5
5110	786468	Dell	16	1000	3.2	103900	2.5
5111	786743	Lenovo	16	1000	3.2	68900	2.5
5112	786744	Dell	4	500	1.8	47900	2.5
5113	786752	Microsoft	4	500	2.5	53900	2.5
5114	787025	Asus	16	2000	2.3	69900	2.5
5115	787103	Microsoft	4	2000	3.2	80900	2.5
5116	787569	Apple	4	1000	3.0	123900	2.5
5117	787678	Apple	4	1000	1.8	107900	2.5
5118	787744	unknown	8	2000	3.0	83900	2.5
5119	787820	Samsung	16	1000	3.0	66900	2.5
5120	788139	Asus	8	500	3.0	71900	2.5
5121	788498	hp	8	500	3.2	74900	2.5
5122	788583	MSI	8	2000	3.0	76900	2.5
5123	788583	MSI	8	2000	3.0	76900	2.5
5124	788723	hp	4	500	1.8	35900	2.5
5125	788842	Samsung	8	1000	1.8	46900	2.5
5126	788939	Lenovo	8	500	3.2	58900	2.5
5127	788956	Microsoft	4	2000	2.3	48900	2.5
5128	789036	Acer	16	2000	2.3	62900	2.5
5129	789159	Samsung	4	500	2.5	52900	2.5
5130	789727	Samsung	4	500	2.3	34900	2.5
5131	789885	MSI	16	1000	3.2	88900	2.5
5132	789965	Acer	8	500	2.5	54900	2.5
5133	790164	Microsoft	4	500	1.8	38900	2.5
5134	790170	Dell	4	500	3.0	73900	2.5
5135	790339	Toshiba	4	2000	1.8	38900	2.5
5136	790451	Samsung	16	2000	2.3	61900	2.5
5137	790629	Lenovo	4	1000	3.0	44900	2.5
5138	790700	Lenovo	16	500	3.0	56900	2.5
5139	790768	Samsung	16	2000	1.8	58900	2.5
5140	790944	Dell	16	2000	3.2	104900	2.5
5141	790972	hp	4	500	1.8	35900	2.5
5142	791041	DELL	4	1000	3.2	89900	2.5
5143	791093	Acer	4	2000	2.3	52900	2.5
5144	791585	Samsung	8	2000	3.2	77900	2.5
5145	791666	HP	4	1000	2.5	52900	2.5
5146	791713	Apple	4	500	2.5	111900	2.5
5147	791738	Acer	8	1000	2.5	58900	2.5
5148	791777	Samsung	4	500	1.8	38900	2.5
5149	792311	Samsung	8	1000	2.5	58900	2.5
5150	792494	DELL	8	1000	3.0	84900	2.5
5151	792668	Samsung	4	2000	3.2	75900	2.5
5152	792680	Toshiba	4	2000	2.3	51900	2.5
5153	792761	DELL	4	500	3.2	82900	2.5
5154	793196	Toshiba	8	1000	2.5	55900	2.5
5155	793331	Samsung	4	1000	3.2	68900	2.5
5156	793515	hp	8	1000	2.3	48900	2.5
5157	793579	asus	4	500	3.0	52900	2.5
5158	793671	hp	8	1000	3.2	79900	2.5
5159	793709	hp	8	500	3.0	67900	2.5
5160	793875	HP	16	2000	1.8	45900	2.5
5161	794155	MSI	8	2000	1.8	45900	2.5
5162	794446	Lenovo	16	2000	1.8	35900	2.5
5163	794456	asus	4	1000	2.5	53900	2.5
5164	794483	HP	16	1000	2.5	63900	2.5
5165	794671	Toshiba	8	500	2.5	62900	2.5
5166	794803	HP	4	1000	3.2	68900	2.5
5167	794806	HP	4	1000	2.3	45900	2.5
5168	794808	HP	16	500	2.5	59900	2.5
5169	794847	Samsung	8	1000	3.0	68900	2.5
5170	795002	Apple	16	2000	2.3	125900	2.5
5171	795333	Acer	4	2000	1.8	49900	2.5
5172	795414	Acer	4	500	1.8	32900	2.5
5173	795434	Lenovo	16	500	3.0	55900	2.5
5174	795750	asus	16	1000	2.5	69900	2.5
5175	795868	MSI	16	500	3.0	68900	2.5
5176	795879	Asus	16	500	1.8	53900	2.5
5177	795952	HP	4	1000	2.3	46900	2.5
5178	796017	Asus	4	500	2.5	47900	2.5
5179	796053	Toshiba	8	1000	2.5	60900	2.5
5180	796053	Toshiba	8	1000	2.5	60900	2.5
5181	796236	Acer	8	2000	3.0	75900	2.5
5182	796314	asus	16	1000	3.2	89900	2.5
5183	796450	Lenovo	16	1000	3.0	58900	2.5
5184	796552	Acer	8	1000	2.3	53900	2.5
5185	796700	Dell	8	1000	2.3	71900	2.5
5186	796756	Asus	8	500	3.2	73900	2.5
5187	796815	Asus	8	500	2.5	56900	2.5
5188	796935	Toshiba	8	500	1.8	40900	2.5
5189	797025	DELL	16	2000	2.3	79900	2.5
5190	797140	Asus	8	2000	1.8	47900	2.5
5191	797220	Toshiba	16	500	1.8	44900	2.5
5192	797230	Samsung	4	2000	3.2	77900	2.5
5193	797230	Samsung	4	2000	3.2	77900	2.5
5194	797324	Apple	4	1000	2.5	115900	2.5
5195	797326	hp	4	1000	1.8	41900	2.5
5196	797357	Microsoft	16	2000	2.3	58900	2.5
5197	797726	HP	4	2000	3.2	78900	2.5
5198	797797	Toshiba	8	1000	3.2	80900	2.5
5199	797906	Acer	4	2000	2.3	46900	2.5
5200	798200	Asus	16	1000	3.2	90900	2.5
5201	798214	Lenovo	4	500	3.0	38900	2.5
5202	798312	asus	8	1000	2.3	49900	2.5
5203	798766	Microsoft	8	2000	2.3	59900	2.5
5204	798948	Asus	8	500	2.5	50900	2.5
5205	799099	Lenovo	16	1000	2.5	50900	2.5
5206	799114	Lenovo	16	500	3.2	69900	2.5
5207	799210	Toshiba	8	1000	3.2	70900	2.5
5208	799267	asus	4	1000	2.3	43900	2.5
5209	799375	Dell	4	2000	2.5	67900	2.5
5210	799540	MSI	16	2000	3.0	75900	2.5
5211	799554	Toshiba	16	2000	2.5	70900	2.5
5212	799581	Dell	4	2000	2.3	62900	2.5
5213	800031	HP	4	2000	3.0	74900	2.5
5214	800098	HP	16	2000	1.8	56900	2.5
5215	800164	DELL	4	2000	3.0	83900	2.5
5216	800656	hp	8	500	1.8	39900	2.5
5217	800718	Dell	8	2000	3.0	87900	2.5
5218	800876	Apple	8	500	3.2	144900	2.5
5219	801170	Asus	16	1000	2.5	66900	2.5
5220	801282	asus	16	2000	1.8	44900	2.5
5221	801297	unknown	8	500	2.5	57900	2.5
5222	801443	Samsung	8	1000	2.3	51900	2.5
5223	801838	asus	4	2000	1.8	37900	2.5
5224	801942	Asus	16	1000	3.0	72900	2.5
5225	801963	DELL	16	500	3.0	86900	2.5
5226	802040	Lenovo	16	500	3.2	69900	2.5
5227	802251	Acer	16	1000	3.0	77900	2.5
5228	802301	Dell	8	1000	3.0	87900	2.5
5229	802489	Toshiba	4	2000	3.0	66900	2.5
5230	803093	Acer	8	2000	2.5	60900	2.5
5231	803101	asus	8	500	1.8	43900	2.5
5232	803239	Acer	4	2000	1.8	38900	2.5
5233	803280	Lenovo	4	1000	2.5	34900	2.5
5234	803299	Dell	4	500	3.2	85900	2.5
5235	803692	Samsung	4	1000	1.8	37900	2.5
5236	803706	Asus	16	1000	2.5	64900	2.5
5237	803720	Apple	4	1000	2.5	112900	2.5
5238	804320	Samsung	4	1000	2.5	54900	2.5
5239	804381	Dell	4	2000	3.2	93900	2.5
5240	804467	Samsung	8	500	3.2	75900	2.5
5241	804516	MSI	4	2000	3.2	86900	2.5
5242	804631	asus	16	1000	2.3	62900	2.5
5243	804656	MSI	8	500	2.3	38900	2.5
5244	804826	Samsung	16	500	3.0	64900	2.5
5245	805116	Dell	8	1000	1.8	63900	2.5
5246	805234	Samsung	8	2000	2.3	58900	2.5
5247	805436	asus	16	1000	3.2	90900	2.5
5248	805950	unknown	8	2000	2.3	48900	2.5
5249	806210	Asus	4	500	2.3	46900	2.5
5250	806329	Apple	8	2000	1.8	118900	2.5
5251	806353	Microsoft	4	500	3.2	70900	2.5
5252	806395	DELL	8	2000	3.0	91900	2.5
5253	806660	Acer	16	500	3.0	74900	2.5
5254	806723	Asus	16	500	3.0	61900	2.5
5255	806966	Apple	4	2000	3.0	131900	2.5
5256	807162	Acer	8	2000	3.0	70900	2.5
5257	807323	DELL	16	1000	3.0	94900	2.5
5258	807502	asus	8	500	3.0	68900	2.5
5259	807650	asus	8	1000	2.3	50900	2.5
5260	807894	Microsoft	16	500	2.3	50900	2.5
5261	807967	Asus	4	2000	3.0	71900	2.5
5262	808031	DELL	8	2000	3.0	87900	2.5
5263	808135	asus	8	1000	2.5	56900	2.5
5264	808463	Dell	4	2000	3.0	88900	2.5
5265	808574	asus	16	2000	2.3	64900	2.5
5266	808733	unknown	4	1000	1.8	42900	2.5
5267	808818	DELL	4	2000	3.2	90900	2.5
5268	808828	hp	8	1000	3.0	70900	2.5
5269	808868	Samsung	4	500	3.2	70900	2.5
5270	808980	Apple	16	1000	1.8	115900	2.5
5271	809079	MSI	4	500	2.3	42900	2.5
5272	809209	Toshiba	16	2000	2.5	69900	2.5
5273	809363	hp	4	500	1.8	39900	2.5
5274	809507	Dell	8	2000	3.0	89900	2.5
5275	809640	DELL	16	1000	1.8	66900	2.5
5276	809713	Toshiba	4	1000	1.8	31900	2.5
5277	809742	Dell	4	500	2.3	58900	2.5
5278	809764	Dell	8	1000	1.8	54900	2.5
5279	809856	Lenovo	4	500	2.3	24900	2.5
5280	809955	Samsung	8	1000	2.5	57900	2.5
5281	810112	Toshiba	4	1000	3.0	64900	2.5
5282	810148	Acer	8	2000	2.3	54900	2.5
5283	810824	Toshiba	8	2000	3.2	77900	2.5
5284	810830	HP	4	2000	3.0	64900	2.5
5285	810872	Asus	8	500	2.5	51900	2.5
5286	810877	Apple	16	2000	1.8	118900	2.5
5287	810957	Lenovo	8	2000	3.0	60900	2.5
5288	811020	MSI	16	2000	2.5	60900	2.5
5289	811350	DELL	4	2000	1.8	64900	2.5
5290	811368	MSI	8	1000	2.5	62900	2.5
5291	811523	Lenovo	4	2000	2.3	31900	2.5
5292	811717	Dell	16	1000	3.0	85900	2.5
5293	811826	Apple	16	1000	2.5	124900	2.5
5294	812146	Toshiba	8	1000	2.5	53900	2.5
5295	812440	Dell	8	500	2.5	72900	2.5
5296	812635	MSI	4	1000	3.0	60900	2.5
5297	812658	Samsung	8	1000	2.5	55900	2.5
5298	812746	DELL	16	2000	3.0	91900	2.5
5299	813046	Microsoft	4	1000	2.3	45900	2.5
5300	813152	HP	8	2000	3.2	80900	2.5
5301	813785	hp	8	1000	3.2	76900	2.5
5302	814052	Toshiba	4	500	3.0	61900	2.5
5303	814344	hp	4	2000	3.2	82900	2.5
5304	814385	hp	8	1000	1.8	44900	2.5
5305	814675	MSI	16	500	3.2	85900	2.5
5306	815062	Toshiba	8	500	3.2	75900	2.5
5307	815134	Samsung	4	2000	3.0	68900	2.5
5308	815569	Samsung	8	1000	1.8	43900	2.5
5309	815578	DELL	4	2000	3.0	85900	2.5
5310	815608	MSI	16	500	2.5	58900	2.5
5311	815704	Asus	4	2000	1.8	45900	2.5
5312	816160	Microsoft	16	500	1.8	42900	2.5
5313	816675	hp	16	1000	3.0	72900	2.5
5314	816733	hp	4	1000	3.0	56900	2.5
5315	817194	Asus	4	500	3.0	63900	2.5
5316	817245	Microsoft	8	1000	2.3	52900	2.5
5317	817358	Lenovo	4	500	3.0	51900	2.5
5318	817370	HP	4	2000	3.2	82900	2.5
5319	817381	Microsoft	16	2000	2.3	70900	2.5
5320	817644	Microsoft	8	1000	3.0	65900	2.5
5321	817666	Apple	8	2000	3.2	153900	2.5
5322	817976	Toshiba	8	500	1.8	37900	2.5
5323	818016	HP	16	2000	3.2	103900	2.5
5324	818030	Dell	8	500	2.5	66900	2.5
5325	818039	Toshiba	8	1000	3.0	72900	2.5
5326	818214	Samsung	4	500	3.0	61900	2.5
5327	818363	DELL	16	2000	2.5	88900	2.5
5328	818420	Apple	4	1000	2.5	116900	2.5
5329	818456	Toshiba	16	1000	2.5	59900	2.5
5330	818513	Acer	16	2000	1.8	60900	2.5
5331	818978	Dell	16	500	3.2	98900	2.5
5332	819214	Toshiba	16	1000	3.0	73900	2.5
5333	819360	Lenovo	8	1000	1.8	30900	2.5
5334	819372	Samsung	8	1000	2.3	45900	2.5
5335	819542	asus	16	1000	1.8	51900	2.5
5336	819651	HP	4	1000	2.3	37900	2.5
5337	820059	Asus	8	1000	2.5	58900	2.5
5338	820176	asus	16	1000	2.5	62900	2.5
5339	820407	Dell	4	1000	2.3	67900	2.5
5340	820725	Lenovo	4	500	1.8	17900	2.5
5341	820931	DELL	4	1000	3.0	78900	2.5
5342	821093	Lenovo	16	1000	1.8	27900	2.5
5343	821223	Asus	8	2000	3.0	74900	2.5
5344	821457	Microsoft	8	1000	3.0	67900	2.5
5345	821732	DELL	16	1000	3.0	85900	2.5
5346	822223	Samsung	16	1000	1.8	49900	2.5
5347	822231	Lenovo	16	2000	2.3	47900	2.5
5348	822263	Acer	8	500	3.2	81900	2.5
5349	822345	Apple	4	1000	2.3	109900	2.5
5350	822842	Acer	16	1000	3.0	75900	2.5
5351	823067	DELL	16	2000	3.2	100900	2.5
5352	823180	Microsoft	16	2000	1.8	53900	2.5
5353	823290	Asus	16	2000	2.5	71900	2.5
5354	823327	Apple	8	1000	2.3	118900	2.5
5355	823389	Asus	8	2000	3.0	70900	2.5
5356	823457	Acer	4	500	1.8	36900	2.5
5357	823581	MSI	4	2000	3.0	73900	2.5
5358	823857	Acer	8	500	3.2	80900	2.5
5359	823947	Lenovo	4	500	3.0	41900	2.5
5360	824005	DELL	4	2000	1.8	55900	2.5
5361	824014	asus	8	2000	3.2	82900	2.5
